N,Run,Acc_2Nm,F1_2Nm,Prec_2Nm,Recall_2Nm,Acc_4Nm,F1_4Nm,Prec_4Nm,Recall_4Nm,TrainTime_s,Test2_Infer_s,Test2_Viz_s,Test4_Infer_s,Test4_Viz_s
18,10,0.578,0.5799610005586106,0.5853062735493372,0.5780000000000001,0.568,0.5677112637183334,0.5757364714945876,0.568,4.15262759999996,0.5566573999999491,4.961043299999801,0.5472396000000117,4.793923600000198
19,1,0.907,0.9075764452273851,0.909284167940091,0.907,0.836,0.8293012147883927,0.8387128317265777,0.836,4.71681770000032,0.4823240999999143,4.84070040000006,0.5437740000002123,4.6740248000000975
19,2,0.837,0.836951320625003,0.8382254531861507,0.837,0.7555,0.7391329501052677,0.7468170215132215,0.7555,5.1086286999998265,0.7128010000001268,4.575583100000131,0.728088000000298,4.789069300000392
19,3,0.814,0.805099126552736,0.8088494236263599,0.8140000000000001,0.769,0.7604884657385561,0.7584353098851964,0.7689999999999999,4.548725999999988,0.4383453999998892,4.614560800000163,0.5835087999998905,4.599303599999985
19,4,0.796,0.7954441131809487,0.7954427867909672,0.7959999999999999,0.7615,0.7563564529113164,0.754790684971132,0.7614999999999998,4.627328300000045,1.1943498999999065,5.118561499999942,1.1358861999997316,4.824912399999903
19,5,0.884,0.8822657307808199,0.8864050061365816,0.884,0.852,0.8484229757389732,0.8492919562362523,0.852,4.84441169999991,0.789430899999843,4.377570900000137,1.0304353999999876,4.6315426000001025
19,6,0.782,0.7805920545409343,0.78388194450181,0.7819999999999999,0.734,0.7319186853354596,0.7406788408198035,0.734,4.63313590000007,0.454074700000092,4.684979999999996,0.5252177999996093,4.750866400000177
19,7,0.7865,0.787963284321877,0.795229502099668,0.7865,0.755,0.7548306681273348,0.7600680002149764,0.7549999999999999,5.535240400000021,0.7750819000002593,4.689392199999929,1.0130094000001009,4.546328599999924
19,8,0.9215,0.9210808910184882,0.9232682860851487,0.9215,0.8245,0.8102661304319867,0.8226516340745229,0.8244999999999999,4.865762999999788,0.4527298999996674,4.476089299999785,0.5601879999999255,4.510243400000036
19,9,0.853,0.8526116761230267,0.8574192227866926,0.8530000000000001,0.7625,0.7373268241444739,0.7406466058431402,0.7625000000000001,4.994693199999801,0.4222872999998799,4.472139500000139,0.5401397999999062,4.46401509999987
19,10,0.842,0.8402369539505592,0.8391430063065519,0.842,0.7655,0.7472588569362234,0.7493103977354036,0.7655000000000001,5.2795200999999,0.84131699999989,4.461068699999942,0.9902441999997791,4.6442997999997715
20,1,0.851,0.850330207765872,0.8523698916590969,0.8510000000000002,0.79,0.7768265920143971,0.7788404167515484,0.7899999999999999,6.613114100000075,0.4339645999998538,4.250070600000072,0.5237428999998883,4.345704500000011
20,2,0.8845,0.8852976849938623,0.8871111289569804,0.8845000000000001,0.8125,0.805601080735547,0.813928969741825,0.8125,4.627823899999839,0.6196321000002172,4.505318299999999,0.7371757999999318,4.672852199999852
20,3,0.8185,0.8098434406483997,0.8145178680999445,0.8185,0.727,0.7108039036346167,0.7115910020321895,0.7270000000000001,6.351133800000298,0.8879016999999294,4.5654208000000835,0.851390000000265,4.639254199999868
20,4,0.867,0.8656443470924735,0.8651919932767823,0.867,0.7715,0.7583701652078669,0.7658947748362491,0.7715,4.4505614999998215,0.40265629999976227,4.380972699999802,0.530986600000233,4.429198700000143
20,5,0.8625,0.8611709737939586,0.8611301319864317,0.8625,0.7735,0.7677250408949603,0.7656625752508577,0.7735,4.566378299999997,0.9741369000003033,4.434842500000286,0.9210878999997476,4.421815900000183
20,6,0.786,0.7840697823746259,0.783390061723922,0.7859999999999999,0.741,0.7352578149403444,0.7377081154324603,0.741,4.9191013000004205,0.4208059000002322,4.5061398000002555,0.5672776999999769,4.936022800000046
20,7,0.867,0.8637598789544327,0.867988559826194,0.867,0.784,0.7786112215653039,0.7756891278399785,0.784,4.637767499999882,0.43430190000026414,4.558332199999768,0.5424342999999681,4.713366099999803
20,8,0.912,0.9119345888695299,0.9129332840238135,0.9119999999999999,0.8385,0.830376932190194,0.8464746946941564,0.8385,5.12307009999995,0.43906749999996464,4.627649499999734,0.5641109999996843,4.556399500000225
20,9,0.567,0.563656075470446,0.5609475147252021,0.5670000000000001,0.5515,0.5472784440997185,0.5457286501445042,0.5515000000000001,2.562751599999956,0.7905783999999585,5.004397400000016,1.0111007000000427,5.180012300000271
20,10,0.7435,0.7363375519732912,0.7364452523361652,0.7435,0.6785,0.668786752296202,0.6677665354373243,0.6785,3.5586787000002005,1.1169832000000497,5.189747899999929,1.0777601999998296,4.8378812000000835
21,1,0.8645,0.8627212054202907,0.8620487365970941,0.8644999999999999,0.817,0.8094277973899532,0.8125693991711993,0.817,4.751321200000348,0.6361535999999433,4.566364099999646,0.7230899999999565,4.84175469999991
21,2,0.8475,0.8463454528002279,0.8495408432531072,0.8474999999999999,0.78,0.7550511256759722,0.7777027001074102,0.78,5.458686499999658,0.4335249000000658,4.300142200000209,0.5683861000002253,4.649886000000151
21,3,0.7385,0.7356793913022489,0.7372181954690159,0.7384999999999999,0.706,0.6926966780628192,0.6977793433701851,0.7060000000000001,4.345109200000024,0.4344267999999829,4.55773199999976,0.5571866000000227,4.566756700000042
21,4,0.8785,0.8769041242251745,0.8767511714322052,0.8785000000000001,0.8025,0.795285791828169,0.7992874858156556,0.8025,4.7256711,0.6748305000000983,4.568878000000041,0.6939790999999786,4.694823299999825
21,5,0.237,0.23790821093239858,0.24260244195436614,0.23700000000000002,0.2435,0.2425508809794168,0.24518471772176306,0.2435,4.430851300000086,0.46677509999972244,4.878784200000155,0.5532289999996465,5.166342800000166
21,6,0.8635,0.8652234603752351,0.8674728130281906,0.8634999999999999,0.799,0.7970171757512045,0.8022634907093842,0.7989999999999999,4.897135700000035,0.5772044999998798,4.596288100000038,0.7505251000002318,4.733729999999923
21,7,0.8755,0.875752142725076,0.876178649950545,0.8755000000000001,0.81,0.8049703366715703,0.8078797786974785,0.8099999999999999,4.320993600000293,0.43687960000033854,4.48641809999981,0.56134800000018,4.596920200000113
21,8,0.6025,0.6005809297381635,0.6008614870236559,0.6025,0.57,0.5690125575960857,0.5722728583997663,0.5700000000000001,5.374793800000134,0.7322543999998743,4.878495099999782,0.6795317999999497,5.051507499999843
21,9,0.7245,0.7220024497895182,0.7225767567158562,0.7245,0.6515,0.632025779597671,0.6262654200599962,0.6515,4.701619099999789,0.5308118999996623,4.566800699999931,0.5475587000000814,4.821623299999828
21,10,0.7685,0.7616148357510699,0.758752503420759,0.7685000000000001,0.7135,0.7037027891215474,0.7016332987819365,0.7135,3.7175072,0.4220290000002933,4.564616999999998,0.5547779000003175,4.577705700000024
22,1,0.9095,0.9087616652088354,0.908388205098505,0.9095000000000001,0.834,0.8242344911230323,0.8315149352943324,0.834,5.0141286000002765,0.8947628999999324,4.572143200000028,0.8968109000002187,4.549751000000015
22,2,0.7985,0.7979141934328248,0.7980233649109554,0.7985,0.748,0.743168942883891,0.7479346879557459,0.748,5.455308699999932,1.126491999999871,4.8336780999998155,1.2092683000000761,4.956048200000168
22,3,0.875,0.8739892431367773,0.8753609112979591,0.875,0.812,0.806671749212661,0.8039935972636585,0.812,5.133190399999876,0.731391999999687,4.542545899999823,0.7077008999999634,4.573303899999701
